,>35,EdLevel,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed
22122,1,2,1,3,2,47826.0,10,0
13774,0,2,1,13,10,59454.0,12,0
32676,1,2,1,10,6,33508.0,3,0
21443,1,2,1,13,3,22812.0,16,1
26697,0,1,1,28,20,75669.0,8,0
31319,1,3,1,7,3,8712.0,14,0
63312,1,3,1,5,4,43974.0,18,1
66056,0,0,1,27,13,175000.0,16,1
55980,1,3,1,14,9,38820.0,4,0
36791,1,2,1,3,0,10008.0,13,1
13220,1,3,1,4,0,17296.0,20,1
65019,1,2,1,10,1,35179.0,10,0
29558,1,2,1,4,0,4128.0,12,1
7909,0,4,0,20,15,120000.0,2,0
61737,1,2,1,10,5,100000.0,16,1
31183,0,2,1,20,10,89929.0,9,0
12965,1,2,1,12,10,150000.0,10,1
18326,1,2,1,20,8,27492.0,6,0
51300,1,2,1,12,8,33648.0,18,1
9506,0,0,1,32,5,75000.0,7,1
7044,1,3,1,12,2,31944.0,5,0
16803,1,2,1,10,7,57832.0,4,0
65517,0,1,1,22,18,17026.0,19,1
13978,0,3,1,25,17,35856.0,14,0
68127,0,3,1,32,27,165000.0,11,0
261,0,4,1,30,10,49765.0,3,0
35268,1,2,1,5,1,780.0,11,0
29856,1,2,1,10,4,75000.0,16,1
50512,1,2,1,22,12,94230.0,12,1
4419,0,4,1,30,26,180000.0,16,1
62825,1,3,1,2,1,15036.0,12,0
65186,0,3,1,25,10,58654.0,8,0
29058,0,3,0,24,20,58167.0,14,1
33516,0,1,1,5,3,54306.0,8,0
55761,0,3,1,17,12,47172.0,18,1
2196,1,3,0,17,10,75936.0,19,1
53098,1,2,1,11,10,55200.0,30,1
34352,1,1,1,9,7,66072.0,16,1
9998,0,2,1,35,30,138000.0,8,1
39232,1,1,1,17,10,130000.0,41,1
52363,1,2,1,13,9,76991.0,18,1
46555,1,2,1,7,3,23215.0,5,0
44407,1,1,0,5,2,14712.0,5,0
44538,0,1,1,25,22,53322.0,6,0
48905,0,1,1,31,23,75384.0,7,0
21598,1,1,1,23,13,65940.0,9,0
67130,1,3,1,6,0,43882.0,1,0
30721,0,2,1,7,7,175000.0,13,1
48167,0,2,1,20,15,86850.0,17,1
20852,1,2,1,10,3,37632.0,8,0
41924,1,3,1,10,4,115000.0,4,0
33163,1,3,1,12,6,113000.0,9,0
30933,0,2,1,30,27,75631.0,4,0
55309,1,2,1,10,8,31620.0,11,1
2767,1,2,1,7,5,11676.0,9,0
42154,1,0,1,14,2,39012.0,24,1
37696,0,1,1,18,15,36.0,5,0
4792,0,2,1,30,20,187067.0,20,1
42387,0,3,1,15,10,70000.0,12,0
68752,1,2,1,6,2,100000.0,8,0
28090,0,1,1,20,12,57072.0,14,1
37706,1,2,1,0,1,2844.0,8,0
48307,1,2,1,3,1,13716.0,10,0
26470,1,3,1,10,7,34294.0,18,1
54868,0,2,1,15,12,70276.0,6,0
35889,1,2,1,10,4,95000.0,15,1
14174,1,2,1,5,1,70000.0,13,1
5020,0,2,1,20,12,44965.0,13,0
51576,1,2,1,8,6,65463.0,14,0
17812,1,2,1,7,4,52942.0,12,1
62636,1,2,1,7,4,38856.0,19,1
54589,1,0,1,8,0,42972.0,11,0
67432,0,0,0,17,15,31992.0,7,0
13395,1,0,1,6,4,33732.0,28,1
32399,1,3,1,12,8,20100.0,17,1
6752,1,2,1,10,2,12566.0,12,1
16874,1,2,1,15,8,57984.0,36,1
47029,1,1,1,7,2,32666.0,22,1
50525,1,2,1,7,4,28374.0,10,0
14016,0,3,1,20,13,19740.0,31,1
38632,1,2,1,4,0,51888.0,6,0
917,1,1,1,2,0,60132.0,11,1
36210,1,2,1,20,5,180000.0,6,0
16296,1,2,1,8,6,45396.0,20,1
35538,0,1,1,47,36,86478.0,13,0
40862,1,3,1,2,0,12924.0,6,0
31167,0,2,1,25,21,210000.0,23,1
10286,0,2,1,20,6,100822.0,5,0
68893,1,2,1,6,4,144.0,8,0
4906,0,3,1,8,4,34296.0,8,0
44657,1,3,1,15,8,61853.0,53,1
35479,0,2,1,20,15,75669.0,25,1
12533,0,4,0,12,9,37834.0,12,0
17564,0,2,1,31,25,130000.0,11,0
58006,1,2,1,14,10,160000.0,20,1
62109,0,0,1,29,23,165000.0,12,1
45816,1,2,0,7,7,45324.0,10,1
18791,0,1,1,25,15,59676.0,6,0
38835,0,3,0,35,15,115000.0,4,0
30936,1,3,1,10,3,28170.0,20,1
8554,0,4,0,32,12,38916.0,5,0
50452,1,2,1,13,2,35138.0,15,1
52673,1,3,1,16,3,29436.0,8,0
19811,1,2,1,8,0,7704.0,10,0
54445,0,3,1,3,2,150000.0,12,0
36545,1,2,0,5,3,9492.0,5,0
11539,0,2,1,18,9,24214.0,10,0
61528,1,3,1,9,5,200000.0,11,0
1969,1,2,1,14,0,145000.0,8,0
20944,1,3,1,15,11,20760.0,8,0
55919,1,2,1,3,2,107616.0,11,1
3867,1,2,1,12,9,58373.0,4,0
40440,1,2,1,8,0,18150.0,16,0
12334,1,2,1,5,4,95900.0,15,1
32043,0,2,1,18,5,54049.0,9,1
43251,1,2,1,16,7,54961.0,25,1
62249,1,2,1,9,9,31993.0,9,1
37592,1,1,1,10,0,36324.0,10,0
65249,0,3,1,16,14,42650.0,26,1
69803,0,3,1,22,15,150000.0,2,0
10827,1,3,1,7,3,16488.0,28,1
57911,1,2,1,8,5,54348.0,21,1
25408,0,2,1,23,18,94539.0,17,0
9824,0,3,1,8,7,56211.0,10,0
10490,0,2,1,10,8,86976.0,18,1
5443,1,1,1,15,0,32424.0,7,0
21736,1,2,1,10,5,56304.0,3,0
54116,0,1,1,15,10,34140.0,8,0
60231,1,2,1,9,6,21996.0,19,1
17187,1,2,1,4,2,25970.0,17,1
17753,1,2,1,7,2,80000.0,5,0
53950,1,2,0,11,7,42657.0,19,1
47650,0,2,1,32,23,170000.0,20,1
38217,1,2,1,12,9,58368.0,16,0
12708,0,2,1,15,6,20760.0,16,1
64615,0,3,0,50,50,60000.0,2,0
64942,1,2,1,10,5,150169.0,6,0
63626,1,3,1,14,8,87948.0,19,1
64399,0,2,1,6,6,110000.0,36,1
55857,1,3,1,15,7,63986.0,28,1
35855,1,1,0,8,3,1464.0,14,1
40599,1,2,1,4,2,52104.0,22,1
67398,1,1,1,20,14,100000.0,9,0
14516,1,1,1,7,5,16752.0,22,1
1157,1,2,1,13,3,30792.0,11,0
15190,0,2,1,30,20,12972.0,26,1
49770,1,2,1,4,0,30528.0,9,0
68798,1,1,1,15,9,52992.0,17,1
10939,0,1,1,20,15,10752.0,14,0
20529,1,0,1,10,5,38724.0,13,1
54950,1,2,1,14,11,220000.0,27,1
49261,1,3,1,9,4,56521.0,11,1
3190,1,2,1,4,2,85380.0,10,0
39840,1,3,0,2,0,58368.0,12,1
676,1,3,1,11,3,475.0,6,0
13468,1,3,1,12,7,18432.0,15,1
32457,1,2,1,12,9,39232.0,29,1
21417,1,2,0,3,1,5028.0,12,0
30340,1,2,1,5,2,36000.0,14,1
29319,1,2,1,14,6,59676.0,20,1
57667,0,2,1,34,34,180000.0,3,0
14364,0,3,0,30,22,86600.0,17,1
67722,1,2,1,13,10,108000.0,17,0
62983,0,4,1,17,17,38392.0,4,0
23912,1,3,1,22,12,67021.0,19,1
56696,0,1,1,22,20,69372.0,7,0
47872,1,3,1,14,6,127388.0,12,1
38648,0,2,1,15,11,58514.0,17,1
44342,1,3,1,12,4,51192.0,3,0
21351,1,1,1,7,4,11700.0,11,0
59835,1,1,1,10,5,62820.0,13,1
50223,1,2,1,11,7,93418.0,31,1
55177,1,2,1,7,3,9673.0,11,1
54822,1,2,1,12,6,12544.0,18,1
13328,1,1,1,20,7,864.0,13,0
17925,0,2,1,10,8,105000.0,23,1
61970,1,2,1,15,13,46577.0,11,1
32765,0,2,0,4,3,51888.0,5,0
60778,1,1,1,11,10,64397.0,12,1
6688,0,2,1,21,17,68856.0,11,1
62309,0,2,1,34,33,140000.0,7,0
28936,1,3,1,12,7,88474.0,10,0
16292,0,1,0,9,5,19452.0,11,1
30634,1,2,1,7,1,180000.0,25,1
22906,0,1,1,28,25,105000.0,21,1
23295,1,2,1,10,4,100000.0,17,1
50003,1,2,1,5,4,44400.0,11,1
66564,0,2,1,25,16,72518.0,8,0
27083,1,3,1,6,1,47217.0,14,1
57178,1,2,1,7,0,69516.0,13,1
53104,1,1,1,8,6,56076.0,17,1
34258,1,2,1,6,6,27488.0,13,0
61507,0,2,1,11,5,51192.0,6,1
40192,1,1,1,13,1,14592.0,18,1
1219,1,2,1,15,10,122350.0,10,0
10549,1,2,1,10,6,142200.0,12,0
15617,1,2,1,4,4,21278.0,8,0
18474,1,2,1,15,11,49296.0,19,1
29550,1,2,1,10,4,51888.0,21,1
28711,1,2,1,7,1,10896.0,3,0
26971,1,2,1,8,4,90482.0,11,0
52609,0,3,1,24,15,92780.0,5,0
30619,0,1,1,5,3,80000.0,2,0
57812,0,2,1,3,2,1200.0,11,0
69059,1,2,1,5,4,6960.0,7,1
67959,0,2,1,5,2,100000.0,15,1
24540,1,3,1,19,10,92147.0,13,1
5917,0,1,1,20,15,129720.0,13,0
48151,1,2,1,12,6,74651.0,23,1
58729,1,1,1,9,7,46250.0,30,1
43675,0,0,0,5,3,95979.0,4,0
24766,1,2,1,14,5,39600.0,10,0
11815,1,2,1,13,9,118675.0,11,0
62679,1,3,1,10,7,166500.0,8,1
60927,0,3,1,18,8,38392.0,4,0
513,0,3,1,40,35,97288.0,14,1
13088,0,2,1,30,30,23268.0,10,1
57935,1,2,1,8,3,13248.0,17,1
51764,0,2,0,35,27,53322.0,8,0
47479,1,1,1,22,15,81207.0,8,0
10396,0,2,1,26,16,180000.0,13,1
30128,1,3,1,19,10,82464.0,19,0
34009,1,2,1,14,3,48644.0,10,1
40751,1,3,1,7,5,104000.0,11,0
41446,1,2,1,7,5,85000.0,16,1
57072,1,3,1,10,4,7980.0,12,1
7631,1,3,1,15,5,59454.0,18,1
36214,1,2,1,13,6,70150.0,24,1
61350,0,4,1,39,21,140000.0,4,0
44084,1,2,1,17,12,83760.0,14,1
9531,0,2,1,28,14,54000.0,13,1
56286,0,3,1,27,20,53322.0,16,1
35797,0,2,0,30,20,15396.0,7,0
15630,1,3,1,10,3,140000.0,18,1
68910,0,3,1,10,6,135.0,3,0
55142,0,2,1,15,13,85315.0,12,1
47339,1,2,1,12,7,165538.0,15,1
64203,0,2,1,25,21,150000.0,3,0
54582,0,2,1,25,21,127968.0,27,1
26451,0,3,1,27,11,127780.0,19,0
1403,0,3,1,20,16,63204.0,15,0
35358,0,3,1,27,25,120529.0,17,0
38319,1,2,1,10,4,150000.0,10,0
27803,0,2,1,7,7,90000.0,15,1
48890,1,0,1,5,4,29772.0,9,1
27811,1,3,1,6,4,38778.0,18,1
53664,0,1,1,23,20,47990.0,4,0
47641,1,2,1,5,3,45230.0,10,1
45511,1,2,1,7,1,11604.0,21,1
60604,0,2,1,20,17,23304.0,7,0
42474,1,2,1,7,2,160000.0,3,0
38211,1,2,1,12,7,140088.0,11,0
28409,1,2,0,10,6,60129.0,3,0
9700,0,3,1,37,26,150000.0,8,0
23804,1,3,1,18,11,66828.0,16,1
5573,0,2,1,17,12,78900.0,20,1
40810,1,2,1,7,3,85000.0,31,1
30655,1,4,0,14,10,51704.0,7,0
68823,1,2,1,16,9,29760.0,13,0
64156,0,2,1,36,32,121030.0,19,1
62502,1,2,1,4,1,32124.0,16,0
53348,0,2,1,25,20,53322.0,14,1
27768,0,3,1,25,21,190000.0,11,1
59485,1,2,0,3,2,60000.0,13,1
35094,0,4,0,40,18,90000.0,5,0
38748,1,2,1,17,13,74447.0,10,0
39222,1,2,1,8,0,15192.0,7,0
37534,1,3,1,5,5,53184.0,15,1
20536,1,2,1,4,1,21372.0,16,1
57251,0,1,1,16,15,24000.0,30,1
40157,0,2,1,23,22,150000.0,12,0
12299,0,3,1,15,12,41568.0,6,1
36082,0,1,1,25,10,130000.0,10,1
64088,0,2,0,10,8,60948.0,7,0
51723,1,2,1,7,4,21925.0,5,0
19848,0,2,1,26,18,87560.0,4,0
29327,0,0,1,30,30,103408.0,5,0
4545,0,2,1,38,28,60480.0,22,1
62967,1,1,1,14,7,97128.0,20,1
511,1,1,1,20,10,13962.0,12,1
36581,0,2,1,31,27,122796.0,7,0
13368,0,2,1,10,6,220000.0,22,1
1890,0,2,1,39,26,121010.0,5,0
59204,1,2,1,5,5,106157.0,4,0
10684,0,2,1,43,28,51704.0,6,0
6577,1,2,1,5,2,4692.0,9,1
17939,0,2,1,8,5,81074.0,33,1
27557,1,2,1,3,0,2244.0,10,1
28815,1,2,1,8,4,86500.0,15,1
1167,1,2,1,5,3,6696.0,22,0
13088,0,2,1,30,30,23268.0,10,1
14992,0,2,1,15,10,108100.0,12,1
68066,0,1,1,20,7,47990.0,23,1
39605,1,2,1,5,0,27240.0,16,1
39215,1,1,1,11,3,14352.0,38,1
58208,0,4,1,27,15,153000.0,11,1
46417,0,3,1,25,13,89581.0,3,0
1965,0,2,1,10,10,5256.0,23,0
27829,0,1,1,27,25,64287.0,11,1
33290,0,2,0,5,1,1111.0,5,0
67616,1,2,1,5,0,3744.0,10,0
42678,0,4,1,29,9,145000.0,6,1
37789,0,1,1,6,5,36444.0,5,0
63461,0,4,1,40,20,59720.0,13,0
68836,1,2,1,11,5,170000.0,13,1
46328,0,1,1,35,32,152368.0,16,1
32464,1,2,1,6,3,77556.0,21,1
24950,1,0,1,14,7,64860.0,18,1
4070,0,0,0,30,20,56874.0,9,1
14026,1,2,1,8,6,48644.0,14,1
26754,1,3,1,11,5,47184.0,10,0
12416,0,2,0,42,42,166440.0,12,0
11324,1,3,1,12,4,29100.0,4,0
54559,0,0,1,19,16,15144.0,10,1
31414,1,2,1,10,8,88572.0,15,1
15180,1,3,1,7,3,48444.0,7,0
7051,0,1,1,25,16,113447.0,21,1
51603,1,2,1,16,8,4644.0,16,1
39713,1,3,1,3,2,31128.0,5,0
17880,1,3,1,7,5,120000.0,8,0
63043,1,2,1,15,6,46923.0,11,1
52155,0,2,1,27,22,68736.0,24,1
22738,0,1,1,27,16,73644.0,8,0
43454,1,3,1,12,2,34548.0,10,0
10294,1,3,1,8,6,32316.0,26,1
36300,1,1,1,6,2,14520.0,8,0
59142,1,2,1,3,2,90000.0,18,1
55525,1,2,1,10,4,7093.0,13,1
1211,0,3,0,30,27,86478.0,8,0
27525,1,4,0,12,2,41688.0,1,0
32574,0,2,1,13,10,108098.0,8,1
3193,1,3,1,11,6,44100.0,8,0
66514,0,2,1,4,2,103419.0,22,1
41267,1,2,1,9,5,87948.0,15,1
25777,1,2,1,7,2,72000.0,16,1
11284,1,4,1,26,16,68102.0,20,1
1264,1,1,1,14,9,63778.0,10,1
20932,1,2,1,10,6,47736.0,6,1
51512,0,2,0,30,30,38388.0,3,0
47064,0,3,1,15,8,200000.0,16,1
11387,1,2,1,10,8,18864.0,11,1
41552,1,2,1,7,2,70276.0,24,1
18612,1,3,1,11,4,52968.0,8,0
53891,1,2,1,12,10,61056.0,19,1
18662,0,1,1,40,25,64630.0,27,1
8344,1,3,1,4,2,12144.0,5,0
9076,1,1,1,5,3,12.0,7,0
65660,0,3,1,32,14,77779.0,7,0
43413,0,2,1,27,14,61853.0,9,0
45027,1,2,0,12,9,106644.0,24,0
67528,0,3,1,29,22,51192.0,15,1
49668,0,2,1,25,25,175000.0,29,1
51272,1,3,1,15,7,210000.0,10,0
55961,1,0,1,15,10,117308.0,14,0
32954,1,2,1,6,1,52942.0,18,1
20465,0,2,1,12,12,142892.0,6,0
54662,1,2,1,12,10,139000.0,13,1
8411,1,1,1,15,7,168636.0,16,1
17683,1,2,1,7,1,9075.0,23,1
16981,0,1,1,37,26,124560.0,21,1
68228,1,2,1,6,3,888.0,4,0
26221,1,2,1,8,4,33510.0,17,1
58915,1,3,0,9,5,79983.0,11,0
62455,0,2,1,20,15,29916.0,35,1
24586,0,3,1,20,18,39780.0,10,0
6525,1,3,1,6,2,276.0,17,1
12730,0,2,1,30,20,21696.0,18,1
67134,0,3,1,18,10,78012.0,21,1
11995,0,3,0,6,6,62268.0,5,0
45898,0,2,1,40,35,200000.0,8,1
24496,1,1,1,8,0,37834.0,16,1
47398,0,2,1,20,12,57794.0,14,1
43913,1,3,1,12,7,74651.0,18,1
34076,0,3,0,10,10,97288.0,4,0
11286,1,2,1,10,5,50816.0,17,1
896,1,2,1,10,2,23735.0,10,0
62589,1,3,1,18,5,38388.0,6,0
35678,1,2,1,5,2,21324.0,6,0
16870,1,1,1,5,2,41597.0,22,1
23873,0,3,1,25,10,94045.0,6,0
32810,0,3,0,12,12,45564.0,16,1
40629,0,0,0,6,5,44965.0,0,0
32944,0,2,0,30,25,20682.0,10,0
4063,1,1,1,7,4,24648.0,10,0
7717,0,2,1,20,11,67500.0,10,0
47529,1,2,1,7,0,120000.0,10,0
68634,1,2,1,16,14,102204.0,23,1
2763,0,4,1,32,25,32424.0,6,0
36379,1,1,1,7,5,43239.0,13,0
1398,1,2,1,5,4,105000.0,25,1
42605,0,3,1,22,16,83184.0,10,0
32093,1,2,1,15,4,24084.0,10,0
27104,1,2,1,7,1,36193.0,12,0
63218,1,3,1,15,10,76783.0,17,1
36903,1,3,1,5,3,41363.0,12,0
54300,1,2,1,11,2,18072.0,12,1
64045,1,3,1,10,6,220000.0,11,1
51185,1,2,1,10,8,140000.0,24,1
22617,1,0,1,3,2,5405.0,18,1
47510,0,2,1,12,11,200000.0,13,1
14923,1,2,1,13,5,85960.0,12,1
34787,1,2,1,11,6,27492.0,21,1
11147,1,0,1,4,0,8400.0,15,1
45173,1,3,1,15,5,84456.0,10,1
32828,1,2,1,7,5,30000.0,16,0
29914,0,1,1,34,34,86606.0,5,0
53985,0,3,0,32,32,26661.0,8,0
57926,0,2,1,21,11,128000.0,8,1
32963,1,0,1,12,5,54696.0,18,0
44270,1,3,1,16,10,79983.0,17,1
15540,1,3,1,10,4,150000.0,13,1
26402,0,3,1,32,25,170000.0,7,0
39094,1,3,1,12,7,56616.0,8,0
58685,0,3,1,28,18,77652.0,23,1
67479,1,3,1,14,9,55455.0,17,1
64162,1,2,1,6,2,7738.0,15,1
50380,1,2,1,9,5,64810.0,14,1
24113,1,2,1,20,10,155111.0,14,0
55551,1,1,1,1,0,10872.0,11,1
41975,1,2,1,3,2,80000.0,9,1
51534,1,2,1,17,14,101500.0,13,0
52108,0,2,1,20,16,31992.0,7,0
19882,0,3,0,32,32,32568.0,2,0
7397,1,2,1,10,8,18192.0,7,0
8912,0,1,1,9,6,22644.0,13,0
31880,1,3,1,13,3,16860.0,2,0
46876,1,2,1,4,3,90000.0,22,1
59926,0,3,1,31,26,60948.0,16,0
42519,0,2,1,5,5,104000.0,22,1
48104,1,2,1,7,4,11712.0,25,1
60446,0,3,1,20,15,25596.0,14,1
50451,0,3,1,20,16,147000.0,24,1
6846,1,2,1,12,8,113503.0,5,0
3141,1,2,1,12,2,30000.0,5,0
7482,0,1,1,9,5,19872.0,23,0
22585,1,1,1,5,2,3024.0,6,0
29395,0,2,1,35,29,79000.0,11,1
48763,1,2,1,5,0,9192.0,23,1
20445,1,2,0,9,6,64080.0,20,1
61496,1,1,1,7,3,156000.0,24,1
67995,1,2,1,5,2,130000.0,13,1
44806,0,3,1,30,28,106644.0,3,0
21220,1,2,1,15,9,92784.0,9,0
61796,0,0,1,28,22,100000.0,18,1
68624,1,2,1,3,2,37692.0,7,0
13848,1,3,1,8,7,45564.0,26,1
11771,1,0,0,4,0,21408.0,12,0
57329,0,4,1,29,12,168000.0,13,1
15387,1,2,0,6,2,6036.0,6,0
9443,0,1,1,18,10,59172.0,10,1
35447,1,3,1,5,0,2513.0,9,0
40756,1,3,1,8,3,54049.0,19,0
16565,1,1,1,14,5,48644.0,13,0
15822,0,2,1,30,23,82150.0,43,1
42341,1,2,1,21,13,210000.0,18,1
57664,1,3,1,10,6,1290.0,20,1
9215,1,2,1,10,3,20244.0,11,1
33973,0,3,1,21,14,86478.0,18,1
6352,1,1,1,14,6,3348.0,9,0
41096,1,2,1,12,5,75684.0,20,1
9082,1,3,1,9,5,16488.0,4,0
33013,1,4,1,15,9,24000.0,25,1
30541,1,3,1,10,4,16752.0,10,0
41957,1,3,1,4,2,73992.0,8,0
29254,1,2,1,4,2,3204.0,10,0
31045,0,2,1,15,10,33504.0,24,1
40728,1,2,1,6,3,106500.0,6,0
67253,1,2,1,17,12,73320.0,13,1
32750,1,3,1,10,5,43239.0,4,0
18490,0,2,1,18,8,190000.0,18,0
39987,1,2,0,15,13,188731.0,25,1
14892,0,2,1,28,15,140000.0,6,0
52970,0,2,0,6,3,70000.0,11,0
25131,1,0,1,12,8,87300.0,3,0
59019,0,1,1,31,26,148000.0,7,1
30077,0,3,1,33,23,64859.0,25,1
31514,1,3,1,12,8,86478.0,13,0
5182,0,2,0,15,10,12648.0,24,1
14678,0,1,1,16,14,100000.0,17,1
25487,1,2,1,5,2,20340.0,5,0
11550,0,2,1,18,18,54780.0,3,0
13141,0,2,1,23,17,86478.0,11,1
47686,1,3,1,11,8,28374.0,14,1
67192,1,2,1,9,2,13437.0,7,0
8936,0,1,1,25,23,19236.0,9,0
1406,1,2,1,10,3,36753.0,6,0
47587,0,1,0,25,3,28908.0,12,0
30003,0,3,1,2,1,22701.0,18,1
25698,1,3,1,10,4,71211.0,8,0
15492,1,2,1,8,4,17148.0,4,0
32455,0,2,1,20,11,94533.0,9,0
5914,1,2,1,7,2,48000.0,13,0
3532,0,2,1,18,13,155000.0,15,0
53657,1,0,1,17,6,62712.0,17,1
49654,1,2,1,13,4,69375.0,15,1
33414,1,2,1,8,3,60695.0,11,1
69282,0,2,0,10,10,31993.0,5,0
48765,1,0,1,4,4,5988.0,9,1
3492,1,3,1,12,5,64737.0,10,1
6244,1,2,1,6,0,6283.0,16,1
29529,1,3,1,5,3,27600.0,22,1
32181,0,1,0,25,20,7000.0,6,0
9150,1,2,1,9,3,23352.0,7,0
45869,0,2,1,25,19,100440.0,9,1
45505,1,0,1,2,1,21120.0,14,1
10519,1,3,1,8,6,36487.0,19,1
22959,1,1,1,10,9,41232.0,25,1
47219,1,3,1,4,2,16452.0,26,1
56867,0,3,1,30,25,93264.0,15,1
8613,1,3,1,10,6,150792.0,14,1
51018,1,2,1,9,5,85893.0,9,1
17802,1,2,1,10,3,57072.0,8,1
6755,0,2,1,25,25,57000.0,13,1
22553,0,3,1,40,24,142185.0,18,1
49833,1,3,1,11,5,54388.0,10,0
47008,1,1,1,6,3,48.0,11,0
6619,1,2,1,4,3,8376.0,6,0
39088,0,1,1,27,20,19248.0,17,0
19448,0,1,1,30,24,133619.0,15,0
24677,0,2,1,22,20,97288.0,9,0
33665,0,4,0,34,17,59459.0,29,1
8551,0,2,1,27,17,20064.0,12,1
58659,0,2,1,27,21,200000.0,12,1
63131,1,3,1,16,5,44796.0,12,1
45540,1,3,1,8,7,125639.0,14,1
26945,0,4,1,22,18,51704.0,10,0
870,1,2,1,7,4,24696.0,21,1
49997,1,2,1,8,6,37932.0,14,1
12865,1,0,1,15,15,52536.0,23,1
26999,0,3,1,25,16,51888.0,28,1
1814,1,2,1,8,1,67600.0,10,1
68731,1,1,1,12,9,66372.0,13,1
59051,1,2,1,14,10,97605.0,10,0
28724,0,2,1,50,40,150000.0,6,0
493,1,2,1,20,9,190000.0,31,1
69192,0,3,1,20,15,75480.0,16,1
18847,1,1,1,7,1,5424.0,12,1
48739,1,2,1,5,1,50123.0,8,0
24622,1,3,1,8,5,22701.0,12,0
26807,0,2,1,15,10,47388.0,9,0
9781,1,2,1,9,1,175000.0,9,0
18012,0,3,1,10,7,21144.0,3,0
61014,1,2,1,3,1,11964.0,12,1
61669,1,2,1,4,3,15660.0,10,1
52230,0,2,1,24,21,114792.0,11,1
21621,1,2,1,10,4,48324.0,18,1
6687,0,3,1,15,13,48644.0,12,1
32769,1,3,1,10,7,57156.0,10,0
7537,1,1,1,4,2,49092.0,13,1
9864,0,3,1,16,15,70400.0,14,1
52609,0,3,1,24,15,92780.0,5,0
15537,1,2,1,7,7,105000.0,26,1
66172,1,3,1,10,0,180984.0,4,0
30521,0,2,1,26,20,140000.0,3,0
21253,1,0,1,3,0,18156.0,8,0
45752,1,3,1,14,10,13716.0,7,0
20915,1,2,1,6,4,6588.0,14,1
53648,0,0,1,25,25,66119.0,15,1
28973,1,1,1,12,9,25824.0,11,1
29329,0,2,1,25,8,90482.0,10,1
22948,1,0,1,8,7,189844.0,9,0
67274,0,2,1,32,28,77200.0,8,0
25421,1,2,1,7,7,95000.0,21,1
4199,1,1,1,9,3,23352.0,11,0
14812,1,2,1,9,2,14400.0,24,1
20561,0,3,1,32,24,92748.0,16,1
39861,1,2,1,5,1,80000.0,14,1
548,1,3,1,15,7,39456.0,22,1
55313,1,2,1,7,1,59366.0,23,1
31207,1,1,1,10,8,49119.0,9,1
14797,1,2,1,8,3,27372.0,11,0
29761,0,3,1,26,20,60957.0,16,1
43375,1,3,1,11,5,42657.0,18,1
13784,0,3,1,5,5,71208.0,16,0
7263,1,2,1,15,12,56211.0,6,0
64490,0,3,0,0,0,24312.0,4,0
18380,1,2,1,8,1,70000.0,12,0
1078,1,3,1,10,7,69285.0,4,0
24053,0,3,1,10,3,34591.0,13,1
50393,1,3,1,9,6,87981.0,9,1
34458,0,2,1,38,33,27492.0,1,0
51267,1,2,1,3,0,99552.0,17,1
68728,1,2,1,3,1,58000.0,8,0
27322,1,3,1,17,11,102693.0,8,0
47930,1,2,1,10,1,115000.0,10,0
37374,1,1,1,8,3,15000.0,24,1
39695,0,2,1,17,10,199632.0,6,0
49867,0,1,1,20,20,37392.0,6,0
33908,1,3,1,20,8,63778.0,12,0
32451,0,1,1,18,15,29186.0,16,1
19282,1,2,0,6,1,19546.0,15,0
22931,1,1,1,15,5,32429.0,8,1
44574,1,2,1,12,10,150767.0,39,1
36976,1,4,1,20,3,142000.0,8,0
7876,1,3,1,15,9,25080.0,16,1
6514,1,2,1,10,6,61616.0,15,0
9430,1,2,1,5,2,51996.0,14,1
23065,1,3,1,14,4,45396.0,16,1
23902,1,3,1,11,6,36372.0,14,1
48009,1,2,1,5,3,27600.0,14,1
56392,0,3,1,21,16,43724.0,19,1
37968,1,3,1,3,2,45241.0,12,1
8951,1,2,1,8,4,82000.0,12,1
632,0,0,0,37,19,19458.0,13,1
14733,1,1,1,17,8,70264.0,13,0
10992,1,2,1,10,7,185000.0,21,1
17124,1,2,1,13,10,180000.0,18,1
69162,1,3,1,10,4,59050.0,11,1
58212,1,1,1,6,4,80000.0,16,1
31737,1,3,1,16,11,62303.0,17,1
51241,1,2,1,10,10,49860.0,13,1
68968,0,3,0,25,13,196048.0,8,0
57074,1,2,1,6,2,34548.0,12,0
59933,1,1,1,10,8,85315.0,28,1
38776,0,3,1,19,16,83770.0,16,1
23566,1,2,1,23,10,83512.0,15,1
60710,1,2,1,10,7,12060.0,8,0
58635,0,3,1,23,18,92139.0,26,1
46539,1,1,1,15,12,113075.0,22,1
63268,0,3,1,30,20,95979.0,20,1
29654,1,3,1,4,1,7884.0,5,0
2536,1,0,1,25,10,64859.0,13,1
21632,1,3,1,7,1,48644.0,9,0
4916,1,2,1,5,3,29676.0,15,0
40735,1,3,1,15,6,54049.0,13,0
17357,1,1,1,8,0,43866.0,7,0
47430,0,1,1,16,16,110000.0,12,1
36284,1,3,1,10,5,44676.0,7,1
30972,1,3,1,12,5,48000.0,11,1
66784,0,1,1,25,12,36461.0,4,0
57453,0,2,0,27,13,33564.0,15,0
55271,1,2,1,5,3,4644.0,10,0
1975,1,2,1,8,5,85000.0,6,0
44399,0,3,1,20,10,72518.0,11,0
16809,1,3,1,1,0,45241.0,16,1
